,ORDERDATE,YEAR,MONTH,QUARTER,QUANTITY_ORDERED,PRICE_EACH,MSRP,SALES,STATUS,PRODUCT_LINE,STATE,DEAL_SIZE
1594,2003-09-28,2003,9,3,40,100.0,122,5456.4,5,3,1,1
1595,2003-10-23,2003,10,4,33,100.0,122,3812.16,0,3,1,1
1596,2003-11-07,2003,11,4,50,100.0,122,6083.0,5,3,1,1
1597,2003-11-14,2003,11,4,30,100.0,122,3170.7,5,3,4,1
1598,2003-11-26,2003,11,4,41,100.0,122,4534.6,5,3,1,1
1599,2004-01-02,2004,1,1,35,100.0,122,4301.15,5,3,1,1
1600,2004-02-18,2004,2,1,49,100.0,122,6804.63,5,3,1,1
1601,2004-03-20,2004,3,1,46,100.0,122,5652.94,5,3,3,1
1602,2004-05-07,2004,5,2,48,100.0,122,6960.48,0,3,9,1
1603,2004-06-17,2004,6,2,36,100.0,122,4512.6,5,3,12,1
1604,2004-07-21,2004,7,3,22,100.0,122,2784.76,5,3,1,2
1605,2004-08-20,2004,8,3,42,100.0,122,5316.36,5,3,0,1
1606,2004-09-09,2004,9,3,21,100.0,122,2941.89,5,3,1,2
1607,2004-10-14,2004,10,4,29,100.0,122,3207.4,5,3,1,1
1608,2004-10-29,2004,10,4,35,100.0,122,4215.05,5,3,1,1
1609,2004-11-09,2004,11,4,41,100.0,122,4333.29,5,3,1,1
1610,2004-11-21,2004,11,4,29,71.97,122,2087.13,5,3,9,2
1611,2004-12-02,2004,12,4,34,50.33,122,1711.22,5,3,1,2
1612,2005-01-26,2005,1,1,37,100.0,122,3910.53,5,3,14,1
1613,2005-02-23,2005,2,1,28,80.54,122,2255.12,5,3,1,2
1614,2005-03-23,2005,3,1,49,100.0,122,5720.75,5,3,1,1
1615,2005-05-06,2005,5,2,23,100.0,122,3335.23,3,3,4,1
1616,2003-01-09,2003,1,1,46,53.76,44,2472.96,5,6,1,2
1617,2003-03-18,2003,3,1,39,44.35,44,1729.65,5,6,1,2
1618,2003-05-21,2003,5,2,22,45.25,44,995.5,5,6,8,2
1619,2003-09-12,2003,9,3,49,49.28,44,2414.72,5,6,1,2
1620,2003-10-18,2003,10,4,43,36.29,44,1560.47,5,6,1,2
1621,2003-11-05,2003,11,4,27,41.22,44,1112.94,5,6,1,2
1622,2003-11-12,2003,11,4,31,36.74,44,1138.94,5,6,1,2
1623,2003-11-21,2003,11,4,20,50.62,44,1012.4,5,6,15,2
1624,2003-12-03,2003,12,4,24,38.08,44,913.92,5,6,1,2
1625,2004-01-26,2004,1,1,49,47.94,44,2349.06,5,6,1,2
1626,2004-03-02,2004,3,1,24,48.38,44,1161.12,5,6,1,2
1627,2004-04-29,2004,4,2,39,45.25,44,1764.75,5,6,1,2
1628,2004-06-04,2004,6,2,37,45.7,44,1690.9,5,6,1,2
1629,2004-08-17,2004,8,3,45,47.49,44,2137.05,5,6,1,2
1630,2004-09-03,2004,9,3,45,48.38,44,2177.1,5,6,1,2
1631,2004-10-11,2004,10,4,44,39.42,44,1734.48,5,6,1,2
1632,2004-10-21,2004,10,4,23,37.63,44,865.49,5,6,1,2
1633,2004-11-04,2004,11,4,30,100.0,44,3500.1,5,6,5,1
1634,2004-11-17,2004,11,4,26,85.52,44,2223.52,5,6,1,2
1635,2004-11-25,2004,11,4,43,53.76,44,2311.68,5,6,1,2
1636,2004-12-09,2004,12,4,26,31.86,44,828.36,5,6,1,2
1637,2005-01-12,2005,1,1,28,30.59,44,856.52,4,6,1,2
1638,2005-02-16,2005,2,1,27,68.35,44,1845.45,5,6,1,2
1639,2005-03-09,2005,3,1,24,100.0,44,4042.08,5,6,7,1
1640,2005-05-29,2005,5,2,40,45.7,44,1828.0,2,6,1,2
1641,2003-01-29,2003,1,1,36,100.0,127,3680.28,5,5,1,1
1642,2003-04-01,2003,4,2,21,100.0,127,2925.09,5,5,1,2
1643,2003-05-28,2003,5,2,27,100.0,127,3415.77,5,5,1,1
1644,2003-07-24,2003,7,3,47,100.0,127,5105.14,5,5,1,1
1645,2003-09-21,2003,9,3,42,100.0,127,5098.8,5,5,1,1
1646,2003-10-22,2003,10,4,32,100.0,127,4661.76,5,5,1,1
1647,2003-11-06,2003,11,4,28,100.0,127,2969.96,5,5,1,2
1648,2003-11-14,2003,11,4,24,100.0,127,3496.32,5,5,1,1
1649,2003-11-25,2003,11,4,49,100.0,127,5760.93,5,5,1,1
1650,2003-12-09,2003,12,4,46,100.0,127,6819.04,5,5,4,1
1651,2004-02-04,2004,2,1,28,100.0,127,3148.88,5,5,1,1
1652,2004-03-11,2004,3,1,48,100.0,127,5704.32,5,5,1,1
1653,2004-05-05,2004,5,2,29,100.0,127,3520.6,5,5,1,1
1654,2004-06-15,2004,6,2,47,100.0,127,5285.62,5,5,1,1
1655,2004-07-20,2004,7,3,43,100.0,127,5605.05,5,5,1,1
1656,2004-08-19,2004,8,3,25,100.0,127,2779.5,5,5,11,2
1657,2004-09-08,2004,9,3,48,100.0,127,5398.08,5,5,1,1
1658,2004-10-13,2004,10,4,24,100.0,127,3189.6,5,5,4,1
1659,2004-10-22,2004,10,4,42,100.0,127,5581.8,5,5,0,1
1660,2004-11-05,2004,11,4,31,100.0,127,3820.44,5,5,9,1
1661,2004-11-19,2004,11,4,42,100.0,127,5528.04,3,5,1,1
1662,2004-11-01,2004,11,4,37,100.0,127,5981.42,5,5,1,1
1663,2004-12-10,2004,12,4,41,100.0,127,5684.65,5,5,1,1
1664,2005-01-23,2005,1,1,20,100.0,127,3449.4,5,5,1,1
1665,2005-02-17,2005,2,1,20,100.0,127,2654.4,5,5,1,2
1667,2005-05-31,2005,5,2,49,100.0,127,5510.54,2,5,1,1
1668,2003-03-03,2003,3,1,35,58.87,69,2060.45,5,1,1,2
1669,2003-05-07,2003,5,2,32,76.88,69,2460.16,5,1,1,2
1670,2003-07-02,2003,7,3,29,61.64,69,1787.56,5,1,1,2
1671,2003-08-25,2003,8,3,27,60.95,69,1645.65,5,1,1,2
1672,2003-10-10,2003,10,4,27,80.34,69,2169.18,5,1,1,2
1673,2003-11-04,2003,11,4,38,74.11,69,2816.18,5,1,7,2
1674,2003-11-11,2003,11,4,35,72.03,69,2521.05,5,1,1,2
1675,2003-11-19,2003,11,4,42,76.19,69,3199.98,5,1,1,1
1676,2004-01-15,2004,1,1,21,63.72,69,1338.12,5,1,1,2
1677,2004-02-21,2004,2,1,37,80.34,69,2972.58,5,1,1,2
1678,2004-04-05,2004,4,2,26,79.65,69,2070.9,5,1,9,2
1679,2004-05-26,2004,5,2,47,65.8,69,3092.6,5,1,1,1
1680,2004-06-30,2004,6,2,37,65.1,69,2408.7,5,1,4,2
1681,2004-08-02,2004,8,3,46,75.49,69,3472.54,5,1,4,1
1682,2004-08-27,2004,8,3,38,59.56,69,2263.28,5,1,4,2
1683,2004-09-30,2004,9,3,33,66.49,69,2194.17,5,1,1,2
1684,2004-10-15,2004,10,4,24,56.1,69,1346.4,5,1,1,2
1685,2004-11-03,2004,11,4,31,81.73,69,2533.63,5,1,9,2
1686,2004-11-16,2004,11,4,42,81.03,69,3403.26,5,1,1,1
1687,2004-11-24,2004,11,4,32,100.0,69,3307.2,5,1,1,1
1688,2004-12-07,2004,12,4,41,70.65,69,2896.65,5,1,1,2
1689,2005-01-06,2005,1,1,43,61.23,69,2632.89,5,1,1,2
1690,2005-02-03,2005,2,1,20,100.0,69,2046.0,5,1,1,2
1691,2005-03-04,2005,3,1,35,65.13,69,2279.55,5,1,1,2
1692,2005-04-08,2005,4,2,27,79.65,69,2150.55,5,1,1,2
1693,2003-03-18,2003,3,1,43,78.15,90,3360.45,5,0,1,1
1694,2003-05-21,2003,5,2,32,72.7,90,2326.4,5,0,8,2
1695,2003-09-11,2003,9,3,21,73.6,90,1545.6,5,0,7,2
1696,2003-10-17,2003,10,4,20,100.0,90,2144.6,5,0,1,2
1697,2003-11-05,2003,11,4,22,74.51,90,1639.22,5,0,2,2
1698,2003-11-12,2003,11,4,36,73.6,90,2649.6,5,0,1,2
1699,2003-11-20,2003,11,4,46,83.6,90,3845.6,5,0,5,1
1700,2003-12-02,2003,12,4,47,96.32,90,4527.04,5,0,9,1
1701,2004-01-16,2004,1,1,45,88.14,90,3966.3,5,0,1,1
1702,2004-03-02,2004,3,1,47,88.14,90,4142.58,5,0,1,1
1703,2004-04-13,2004,4,2,47,94.5,90,4441.5,5,0,1,1
1704,2004-07-07,2004,7,3,38,87.24,90,3315.12,5,0,9,1
1705,2004-08-09,2004,8,3,49,79.97,90,3918.53,5,0,1,1
1706,2004-09-01,2004,9,3,35,80.87,90,2830.45,5,0,1,2
1707,2003-10-06,2003,10,4,49,100.0,90,5298.86,5,0,1,1
1708,2004-10-16,2004,10,4,28,93.6,90,2620.8,5,0,1,2
1709,2004-11-04,2004,11,4,30,72.7,90,2181.0,5,0,4,2
1710,2004-11-17,2004,11,4,39,86.72,90,3382.08,5,0,1,1
1711,2004-11-29,2004,11,4,25,100.0,90,2876.75,5,0,8,2
1712,2005-01-19,2005,1,1,40,100.0,90,4107.2,5,0,1,1
1713,2005-02-16,2005,2,1,36,37.5,90,1350.0,5,0,1,2
1715,2005-05-29,2005,5,2,39,100.0,90,3933.93,2,0,7,1
1716,2003-01-31,2003,1,1,44,39.6,35,1742.4,5,0,1,2
1717,2003-04-01,2003,4,2,24,30.06,35,721.44,5,0,1,2
1718,2003-06-03,2003,6,2,39,38.19,35,1489.41,5,0,9,2
1719,2003-08-01,2003,8,3,21,42.43,35,891.03,5,0,1,2
1720,2003-09-21,2003,9,3,30,40.31,35,1209.3,5,0,1,2
1721,2003-10-22,2003,10,4,27,31.82,35,859.14,5,0,1,2
1722,2003-11-06,2003,11,4,37,31.12,35,1151.44,5,0,1,2
1723,2003-11-14,2003,11,4,42,31.82,35,1336.44,5,0,1,2
1724,2003-11-25,2003,11,4,32,28.29,35,905.28,5,0,9,2
1725,2003-12-09,2003,12,4,42,29.7,35,1247.4,5,0,4,2
1726,2004-02-10,2004,2,1,21,40.31,35,846.51,5,0,1,2
1727,2004-03-11,2004,3,1,33,32.88,35,1085.04,5,0,1,2
1728,2004-05-05,2004,5,2,49,36.07,35,1767.43,5,0,1,2
1729,2004-06-15,2004,6,2,31,33.24,35,1030.44,5,0,1,2
1730,2004-07-20,2004,7,3,38,41.72,35,1585.36,5,0,1,2
1731,2004-08-19,2004,8,3,20,40.66,35,813.2,5,0,11,2
1732,2004-09-08,2004,9,3,39,30.06,35,1172.34,5,0,9,2
1733,2004-10-13,2004,10,4,48,31.47,35,1510.56,5,0,4,2
1734,2004-10-22,2004,10,4,39,37.13,35,1448.07,5,0,1,2
1735,2004-11-05,2004,11,4,30,100.0,35,3338.1,5,0,9,1
1736,2004-11-19,2004,11,4,33,37.13,35,1225.29,5,0,1,2
1737,2004-12-01,2004,12,4,36,37.13,35,1336.68,5,0,9,2
1738,2004-12-10,2004,12,4,36,82.94,35,2985.84,5,0,1,2
1739,2005-01-23,2005,1,1,45,100.0,35,5545.8,5,0,1,1
1740,2005-02-22,2005,2,1,40,100.0,35,6089.6,5,0,1,1
1741,2005-03-15,2005,3,1,46,38.9,35,1789.4,5,0,1,2
1742,2005-05-03,2005,5,2,30,36.07,35,1082.1,5,0,1,2
1743,2005-05-31,2005,5,2,31,33.24,35,1030.44,2,0,1,2
1744,2003-02-17,2003,2,1,49,74.68,68,3659.32,5,2,1,1
1745,2003-04-28,2003,4,2,41,59.6,68,2443.6,5,2,1,2
1746,2003-06-16,2003,6,2,35,67.14,68,2349.9,5,2,2,2
1747,2003-08-10,2003,8,3,27,60.97,68,1646.19,5,2,4,2
1748,2003-10-06,2003,10,4,23,72.62,68,1670.26,5,2,1,2
1749,2003-10-23,2003,10,4,21,69.88,68,1467.48,0,2,1,2
1750,2003-11-08,2003,11,4,34,80.84,68,2748.56,5,2,1,2
1751,2003-11-14,2003,11,4,22,69.2,68,1522.4,5,2,1,2
1752,2003-11-27,2003,11,4,48,67.82,68,3255.36,5,2,1,1
1753,2004-01-09,2004,1,1,43,82.21,68,3535.03,5,2,1,1
1754,2004-02-19,2004,2,1,32,81.53,68,2608.96,5,2,1,2
1755,2004-05-08,2004,5,2,20,67.82,68,1356.4,5,2,4,2
1756,2004-06-24,2004,6,2,24,67.14,68,1611.36,0,2,1,2
1757,2004-07-21,2004,7,3,40,65.08,68,2603.2,5,2,4,2
1758,2004-08-21,2004,8,3,30,73.99,68,2219.7,5,2,1,2
1759,2004-09-15,2004,9,3,21,71.25,68,1496.25,5,2,1,2
1760,2004-10-14,2004,10,4,25,75.36,68,1884.0,5,2,11,2
1761,2004-11-01,2004,11,4,34,63.71,68,2166.14,5,2,3,2
1762,2004-11-12,2004,11,4,48,58.92,68,2828.16,5,2,1,2
1763,2004-11-23,2004,11,4,55,100.0,68,6214.45,5,2,14,1
1764,2004-12-03,2004,12,4,25,74.68,68,1867.0,5,2,1,2
1765,2005-01-31,2005,1,1,38,70.44,68,2676.72,5,2,1,2
1766,2005-03-01,2005,3,1,39,55.96,68,2182.44,4,2,1,2
1767,2005-03-30,2005,3,1,28,57.55,68,1611.4,5,2,1,2
1768,2005-04-01,2005,4,2,24,61.66,68,1479.84,5,2,1,2
1769,2005-05-09,2005,5,2,21,67.82,68,1424.22,1,2,15,2
1770,2003-03-18,2003,3,1,46,100.0,117,5942.28,5,0,1,1
1771,2003-05-21,2003,5,2,25,93.95,117,2348.75,5,0,8,2
1772,2003-09-11,2003,9,3,34,100.0,117,4392.12,5,0,7,1
1773,2003-10-17,2003,10,4,25,100.0,117,2759.75,5,0,1,2
1774,2003-11-05,2003,11,4,23,100.0,117,2728.03,5,0,1,2
1775,2003-11-12,2003,11,4,20,100.0,117,2395.8,5,0,1,2
1776,2003-11-20,2003,11,4,23,100.0,117,3052.33,5,0,5,1
1777,2003-12-02,2003,12,4,42,100.0,117,4242.0,5,0,9,1
1778,2004-01-22,2004,1,1,27,100.0,117,2790.45,5,0,1,2
1779,2004-03-02,2004,3,1,33,100.0,117,4340.49,5,0,1,1
1780,2004-04-13,2004,4,2,28,98.65,117,2762.2,5,0,1,2
1781,2004-07-07,2004,7,3,43,100.0,117,4645.72,5,0,9,1
1782,2004-08-09,2004,8,3,48,100.0,117,5580.96,5,0,1,1
1783,2004-09-01,2004,9,3,48,100.0,117,6539.04,5,0,1,1
1784,2003-10-06,2003,10,4,45,100.0,117,5548.95,5,0,1,1
1785,2004-10-16,2004,10,4,43,100.0,117,4595.41,5,0,1,1
1786,2004-11-17,2004,11,4,44,42.26,117,1859.44,5,0,1,2
1787,2004-11-29,2004,11,4,24,87.24,117,2093.76,5,0,8,2
1788,2005-01-19,2005,1,1,31,100.0,117,4223.13,5,0,1,1
1789,2005-02-16,2005,2,1,44,36.29,117,1596.76,5,0,1,2
1790,2005-04-22,2005,4,2,59,98.65,117,5820.35,3,0,1,1
1791,2005-05-29,2005,5,2,55,96.3,117,5296.5,2,0,7,1
1792,2003-03-10,2003,3,1,29,32.1,37,930.9,5,0,11,2
1793,2003-05-08,2003,5,2,39,30.96,37,1207.44,5,0,1,2
1794,2003-07-02,2003,7,3,20,35.87,37,717.4,5,0,1,2
1795,2003-09-05,2003,9,3,25,42.67,37,1066.75,5,0,4,2
1796,2003-10-11,2003,10,4,42,37.0,37,1554.0,5,0,1,2
1797,2003-11-05,2003,11,4,36,35.49,37,1277.64,5,0,12,2
1798,2003-11-12,2003,11,4,37,42.67,37,1578.79,5,0,1,2
1799,2003-11-20,2003,11,4,30,30.59,37,917.7,5,0,5,2
1800,2003-12-02,2003,12,4,21,37.0,37,777.0,5,0,1,2
1801,2004-01-16,2004,1,1,34,43.42,37,1476.28,5,0,1,2
1802,2004-02-22,2004,2,1,42,36.63,37,1538.46,5,0,1,2
1803,2004-04-12,2004,4,2,20,44.56,37,891.2,5,0,1,2
1804,2004-06-01,2004,6,2,40,42.67,37,1706.8,0,0,1,2
1805,2004-07-06,2004,7,3,34,40.4,37,1373.6,5,0,1,2
1806,2004-08-06,2004,8,3,31,38.89,37,1205.59,5,0,8,2
1807,2004-08-30,2004,8,3,36,39.65,37,1427.4,5,0,1,2
1808,2003-10-05,2003,10,4,48,34.36,37,1649.28,5,0,1,2
1809,2004-10-16,2004,10,4,33,41.91,37,1383.03,5,0,1,2
1810,2004-11-04,2004,11,4,37,33.23,37,1229.51,5,0,4,2
1811,2004-11-17,2004,11,4,27,42.24,37,1140.48,5,0,11,2
1812,2004-11-24,2004,11,4,39,40.4,37,1575.6,5,0,15,2
1813,2004-12-07,2004,12,4,36,38.52,37,1386.72,5,0,1,2
1814,2005-01-12,2005,1,1,36,100.0,37,5018.4,4,0,1,1
1815,2005-02-10,2005,2,1,41,100.0,37,5856.85,5,0,1,1
1816,2005-03-04,2005,3,1,37,100.0,37,4894.73,5,0,1,1
1817,2005-04-14,2005,4,2,47,44.56,37,2094.32,5,0,1,2
1818,2005-05-17,2005,5,2,15,42.67,37,640.05,5,0,1,2
1819,2003-02-11,2003,2,1,44,72.58,88,3193.52,5,6,1,1
1820,2003-04-28,2003,4,2,35,87.62,88,3066.7,5,6,1,1
1821,2003-06-12,2003,6,2,41,94.71,88,3883.11,5,6,1,1
1822,2003-08-08,2003,8,3,49,98.25,88,4814.25,5,6,1,1
1823,2003-10-02,2003,10,4,31,91.17,88,2826.27,5,6,1,2
1824,2003-10-23,2003,10,4,20,79.66,88,1593.2,0,6,1,2
1825,2003-11-07,2003,11,4,45,72.58,88,3266.1,5,6,1,1
1826,2003-11-14,2003,11,4,33,74.35,88,2453.55,5,6,4,2
1827,2003-11-26,2003,11,4,47,83.2,88,3910.4,5,6,1,1
1828,2004-01-02,2004,1,1,20,89.4,88,1788.0,5,6,1,2
1829,2004-02-19,2004,2,1,47,70.81,88,3328.07,5,6,1,1
1830,2004-03-29,2004,3,1,40,94.71,88,3788.4,5,6,6,1
1831,2004-05-07,2004,5,2,30,100.0,88,3053.7,0,6,9,1
1832,2004-06-17,2004,6,2,22,91.17,88,2005.74,5,6,12,2
1833,2004-07-21,2004,7,3,27,100.0,88,2796.12,5,6,1,2
1834,2004-08-20,2004,8,3,34,92.94,88,3159.96,5,6,0,1
1835,2004-09-10,2004,9,3,46,84.97,88,3908.62,5,6,4,1
1836,2004-10-14,2004,10,4,31,84.08,88,2606.48,5,6,1,2
1837,2004-10-29,2004,10,4,24,86.74,88,2081.76,5,6,1,2
1838,2004-11-09,2004,11,4,41,85.85,88,3519.85,5,6,1,1
1840,2004-12-02,2004,12,4,30,100.0,88,3021.0,5,6,1,1
1841,2005-01-31,2005,1,1,33,57.32,88,1891.56,5,6,1,2
1842,2005-02-23,2005,2,1,43,97.87,88,4208.41,5,6,1,1
1843,2005-03-23,2005,3,1,27,83.2,88,2246.4,5,6,1,2
1844,2005-05-06,2005,5,2,60,100.0,88,6107.4,3,6,4,1
1845,2003-03-18,2003,3,1,27,73.62,85,1987.74,5,0,1,2
1846,2003-05-21,2003,5,2,49,83.04,85,4068.96,5,0,8,1
1847,2003-09-11,2003,9,3,31,73.62,85,2282.22,5,0,7,2
1848,2003-10-17,2003,10,4,20,77.05,85,1541.0,5,0,1,2
1849,2003-11-05,2003,11,4,24,81.33,85,1951.92,5,0,2,2
1850,2003-11-12,2003,11,4,33,94.17,85,3107.61,5,0,1,1
1851,2003-11-20,2003,11,4,32,72.77,85,2328.64,5,0,5,2
1852,2003-12-02,2003,12,4,40,79.62,85,3184.8,5,0,9,1
1853,2004-01-16,2004,1,1,27,79.62,85,2149.74,5,0,1,2
1854,2004-03-02,2004,3,1,40,79.62,85,3184.8,5,0,1,1
1855,2004-04-13,2004,4,2,26,81.33,85,2114.58,5,0,1,2
1856,2004-07-07,2004,7,3,44,96.74,85,4256.56,5,0,9,1
1857,2004-08-09,2004,8,3,33,71.06,85,2344.98,5,0,1,2
1858,2004-09-01,2004,9,3,34,68.49,85,2328.66,5,0,1,2
1859,2003-10-06,2003,10,4,48,74.48,85,3575.04,5,0,1,1
1860,2004-10-16,2004,10,4,25,83.04,85,2076.0,5,0,1,2
1861,2004-11-04,2004,11,4,39,84.75,85,3305.25,5,0,4,1
1862,2004-11-17,2004,11,4,45,34.19,85,1538.55,5,0,1,2
1863,2004-11-29,2004,11,4,24,100.0,85,3325.92,5,0,8,1
1864,2005-01-19,2005,1,1,46,79.62,85,3662.52,5,0,1,1
1865,2005-02-16,2005,2,1,44,79.06,85,3478.64,5,0,1,1
1866,2005-04-22,2005,4,2,13,81.33,85,1057.29,3,0,1,2
1867,2005-05-29,2005,5,2,35,96.74,85,3385.9,2,0,7,1
1868,2003-03-03,2003,3,1,30,63.07,61,1892.1,5,0,1,2
1869,2003-05-08,2003,5,2,34,50.21,61,1707.14,5,0,1,2
1870,2003-07-02,2003,7,3,27,66.13,61,1785.51,5,0,1,2
1871,2003-09-05,2003,9,3,30,68.58,61,2057.4,5,0,4,2
1872,2003-10-10,2003,10,4,50,69.8,61,3490.0,5,0,1,1
1873,2003-11-04,2003,11,4,34,50.21,61,1707.14,5,0,7,2
1874,2003-11-12,2003,11,4,23,65.52,61,1506.96,5,0,1,2
1875,2003-11-20,2003,11,4,48,60.01,61,2880.48,5,0,1,2
1876,2003-12-02,2003,12,4,34,64.9,61,2206.6,5,0,1,2
1877,2004-01-15,2004,1,1,48,48.98,61,2351.04,5,0,1,2
1878,2004-02-22,2004,2,1,24,50.21,61,1205.04,5,0,1,2
1879,2004-04-09,2004,4,2,47,62.45,61,2935.15,5,0,1,2
1880,2004-06-01,2004,6,2,24,52.66,61,1263.84,0,0,1,2
1881,2004-07-06,2004,7,3,47,62.45,61,2935.15,5,0,1,2
1882,2004-08-02,2004,8,3,20,61.23,61,1224.6,5,0,4,2
1883,2004-08-30,2004,8,3,20,67.97,61,1359.4,5,0,1,2
1884,2003-10-04,2003,10,4,31,58.78,61,1822.18,5,0,1,2
1885,2004-10-16,2004,10,4,38,56.94,61,2163.72,5,0,1,2
1886,2004-11-03,2004,11,4,26,61.23,61,1591.98,5,0,1,2
1887,2004-11-17,2004,11,4,25,100.0,61,3078.5,5,0,11,1
1888,2004-11-24,2004,11,4,48,62.45,61,2997.6,5,0,15,2
1889,2004-12-07,2004,12,4,44,62.45,61,2747.8,5,0,1,2
1890,2005-01-06,2005,1,1,21,100.0,61,2447.76,5,0,1,2
1891,2005-02-10,2005,2,1,46,41.54,61,1910.84,5,0,1,2
1892,2005-03-04,2005,3,1,46,52.84,61,2430.64,5,0,1,2
1893,2005-05-17,2005,5,2,55,52.66,61,2896.3,5,0,1,2
1894,2003-02-17,2003,2,1,31,52.6,65,1630.6,5,6,1,2
1895,2003-04-28,2003,4,2,20,72.98,65,1459.6,5,6,1,2
1896,2003-06-16,2003,6,2,29,59.18,65,1716.22,5,6,2,2
1897,2003-08-10,2003,8,3,33,77.59,65,2560.47,5,6,4,2
1898,2003-10-06,2003,10,4,34,55.89,65,1900.26,5,6,1,2
1899,2003-10-23,2003,10,4,32,63.12,65,2019.84,0,6,1,2
1900,2003-11-08,2003,11,4,27,73.64,65,1988.28,5,6,1,2
1901,2003-11-14,2003,11,4,21,69.04,65,1449.84,5,6,1,2
1902,2003-11-27,2003,11,4,27,71.67,65,1935.09,5,6,1,2
1903,2004-01-09,2004,1,1,36,77.59,65,2793.24,5,6,1,2
1904,2004-02-19,2004,2,1,43,70.35,65,3025.05,5,6,1,1
1905,2004-05-08,2004,5,2,25,69.7,65,1742.5,5,6,4,2
1906,2004-06-24,2004,6,2,46,70.35,65,3236.1,0,6,1,1
1907,2004-07-21,2004,7,3,24,72.33,65,1735.92,5,6,4,2
1908,2004-08-21,2004,8,3,39,71.67,65,2795.13,5,6,1,2
1909,2004-09-15,2004,9,3,31,53.92,65,1671.52,5,6,1,2
1910,2004-10-14,2004,10,4,22,71.67,65,1576.74,5,6,11,2
1911,2004-11-01,2004,11,4,47,76.93,65,3615.71,5,6,3,1
1912,2004-11-12,2004,11,4,20,72.98,65,1459.6,5,6,1,2
1913,2004-11-23,2004,11,4,29,99.69,65,2891.01,5,6,14,2
1914,2004-12-03,2004,12,4,38,68.38,65,2598.44,5,6,1,2
1915,2004-12-17,2004,12,4,34,100.0,65,3871.92,5,6,7,1
1916,2005-01-31,2005,1,1,46,66.0,65,3036.0,5,6,1,1
1917,2005-03-01,2005,3,1,35,63.76,65,2231.6,4,6,1,2
1918,2005-03-30,2005,3,1,34,71.67,65,2436.78,5,6,1,2
1919,2005-04-01,2005,4,2,38,57.2,65,2173.6,5,6,1,2
1920,2005-05-09,2005,5,2,18,69.7,65,1254.6,1,6,15,2
1921,2003-03-18,2003,3,1,37,100.0,107,3724.42,5,0,1,1
1922,2003-05-21,2003,5,2,43,100.0,107,5203.0,5,0,8,1
1923,2003-09-11,2003,9,3,27,100.0,107,3469.5,5,0,7,1
1924,2003-10-17,2003,10,4,30,100.0,107,3148.2,5,0,1,1
1925,2003-11-05,2003,11,4,22,98.51,107,2167.22,5,0,2,2
1926,2003-11-12,2003,11,4,49,100.0,107,6244.07,5,0,1,1
1927,2003-11-20,2003,11,4,46,100.0,107,5566.0,5,0,5,1
1928,2003-12-02,2003,12,4,48,91.02,107,4368.96,5,0,9,1
1929,2004-01-16,2004,1,1,46,87.81,107,4039.26,5,0,1,1
1930,2004-02-26,2004,2,1,48,92.09,107,4420.32,5,0,1,1
1931,2004-04-13,2004,4,2,27,86.73,107,2341.71,5,0,1,2
1932,2004-07-07,2004,7,3,43,100.0,107,5110.98,5,0,9,1
1933,2004-08-09,2004,8,3,48,100.0,107,6168.0,5,0,1,1
1934,2004-09-01,2004,9,3,41,100.0,107,4873.26,5,0,1,1
1935,2003-10-05,2003,10,4,22,96.37,107,2120.14,5,0,1,2
1936,2004-10-16,2004,10,4,46,92.09,107,4236.14,5,0,1,1
1937,2004-11-04,2004,11,4,21,89.95,107,1888.95,5,0,4,2
1938,2004-11-17,2004,11,4,31,37.18,107,1152.58,5,0,1,2
1939,2004-11-29,2004,11,4,26,95.88,107,2492.88,5,0,8,2
1940,2005-01-19,2005,1,1,20,99.58,107,1991.6,5,0,1,2
1941,2005-02-16,2005,2,1,34,100.0,107,3953.18,5,0,1,1
1942,2005-04-22,2005,4,2,43,86.73,107,3729.39,3,0,1,1
1943,2005-05-29,2005,5,2,26,100.0,107,2617.16,2,0,7,2
1944,2003-02-11,2003,2,1,50,79.67,83,3983.5,5,6,1,1
1945,2003-04-28,2003,4,2,35,90.57,83,3169.95,5,6,1,1
1946,2003-06-12,2003,6,2,50,77.99,83,3899.5,5,6,1,1
1947,2003-08-10,2003,8,3,23,80.51,83,1851.73,5,6,4,2
1948,2003-10-06,2003,10,4,37,67.93,83,2513.41,5,6,1,2
1949,2003-10-23,2003,10,4,29,83.86,83,2431.94,0,6,1,2
1950,2003-11-08,2003,11,4,21,72.12,83,1514.52,5,6,1,2
1951,2003-11-14,2003,11,4,36,85.54,83,3079.44,5,6,1,1
1952,2003-11-26,2003,11,4,22,86.38,83,1900.36,5,6,1,2
1953,2004-01-09,2004,1,1,22,89.73,83,1974.06,5,6,1,2
1954,2004-02-19,2004,2,1,46,80.51,83,3703.46,5,6,1,1
1955,2004-05-07,2004,5,2,23,76.31,83,1755.13,0,6,9,2
1956,2004-06-24,2004,6,2,49,87.21,83,4273.29,0,6,1,1
1957,2004-07-21,2004,7,3,48,83.02,83,3984.96,5,6,1,1
1958,2004-08-20,2004,8,3,33,72.96,83,2407.68,5,6,0,2
1959,2004-09-15,2004,9,3,22,77.15,83,1697.3,5,6,1,2
1960,2004-10-14,2004,10,4,22,91.41,83,2011.02,5,6,11,2
1961,2004-11-01,2004,11,4,25,92.25,83,2306.25,5,6,3,2
1962,2004-11-09,2004,11,4,20,92.25,83,1845.0,5,6,1,2
