ORDER_DATE,QUARTER,MONTH,YEAR,REGION,STATE,SHIPPING_TYPE,CUSTOMER_TYPE,QUANTITY_ORDERED,DEAL_SIZE,PRICE_EACH,MSRP,PRODUCT_TYPE,PRODUCT_LINE,SALES
2021-01-01,1,1,2021,Peninsular,Melaka,Free,Existing,49,Large,100.0,136,Skincare,Serum,8470.14
2020-02-02,1,2,2020,Peninsular,Selangor,Free,Existing,20,Small,100.0,136,Makeup,Concealer,2952.0
2021-03-03,1,3,2021,Peninsular,Melaka,Free,Existing,39,Small,63.2,136,Skincare,Eye cream,2464.8
2021-05-05,2,5,2021,Peninsular,Pahang,Free,Existing,40,Medium,100.0,136,Skincare,Eye cream,6232.0
2021-05-05,2,5,2021,Peninsular,Kelantan,Customer paid,Existing,49,Large,100.0,136,Skincare,Essence,7969.36
2020-02-02,1,2,2020,Peninsular,KL,Free,New,21,Medium,100.0,150,Skincare,Makeup remover,3036.6
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,50,Large,100.0,150,Skincare,Toner,8284.0
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,20,Small,100.0,150,Makeup,Eyeliner,2711.2
2020-08-08,3,8,2020,Peninsular,Selangor,Free,Existing,49,Large,100.0,150,Makeup,Foundation,8339.8
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,38,Medium,100.0,150,Skincare,Essence,6238.84
2020-11-11,4,11,2020,Peninsular,Melaka,Free,New,35,Medium,100.0,150,Skincare,Makeup remover,4639.25
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,40,Medium,100.0,150,Skincare,Face mask,6747.6
2020-11-11,4,11,2020,Peninsular,Selangor,Free,Existing,28,Medium,100.0,150,Makeup,Liquid Lip,4512.48
2020-12-12,4,12,2020,Peninsular,Selangor,Free,Existing,25,Medium,100.0,150,Skincare,Makeup remover,4029.0
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,New,36,Medium,100.0,150,Makeup,Blush,4771.8
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,43,Medium,100.0,150,Skincare,Eye cream,6087.94
2021-04-04,2,4,2021,Peninsular,KL,Free,Existing,32,Medium,100.0,150,Makeup,Foundation,4193.28
2020-05-05,2,5,2020,Peninsular,Penang,Free,New,46,Large,100.0,150,Skincare,Makeup remover,7552.28
2020-06-06,2,6,2020,Peninsular,Perak,Free,Existing,48,Medium,100.0,150,Skincare,Serum,6434.4
2020-08-08,3,8,2020,East,Sabah,Free,Existing,43,Medium,100.0,150,Makeup,Eyeliner,5181.5
2020-08-08,3,8,2020,East,Sabah,Free,Existing,49,Medium,100.0,150,Skincare,Cleanser,6863.92
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,24,Medium,100.0,150,Makeup,Eyeshadow,4157.04
2020-10-10,4,10,2020,Peninsular,Pahang,Free,Existing,26,Medium,100.0,150,Makeup,Eyeliner,4660.24
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,30,Medium,100.0,150,Makeup,Foundation,4111.8
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,24,Medium,100.0,150,Skincare,Essence,3542.64
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,55,Large,100.0,150,Makeup,Concealer,8118.55
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,22,Medium,100.0,150,Makeup,Eyebrow,3877.06
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,49,Medium,78.92,150,Skincare,Sunscreen,3867.08
2020-03-03,1,3,2020,East,Sabah,Free,New,44,Medium,100.0,150,Skincare,Makeup remover,5951.44
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,Existing,66,Large,100.0,150,Makeup,Concealer,8648.64
2021-05-05,2,5,2021,Peninsular,Pahang,Customer paid,New,21,Medium,100.0,150,Skincare,Cleanser,3447.78
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,New,34,Medium,100.0,151,Makeup,Masscara,5958.5
2020-04-04,2,4,2020,Peninsular,Perak,Free,Existing,43,Medium,100.0,151,Makeup,Foundation,5911.64
2021-06-06,2,6,2021,Peninsular,KL,Free,Existing,46,Large,100.0,151,Makeup,Foundation,7366.44
2020-08-08,3,8,2020,Peninsular,Selangor,Free,New,33,Medium,100.0,151,Makeup,Concealer,4985.64
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,42,Medium,100.0,151,Skincare,Toner,5393.64
2021-10-10,4,10,2021,Peninsular,Kedah,Free,Existing,34,Medium,100.0,151,Makeup,Eyebrow,4880.02
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,47,Large,100.0,151,Skincare,Face mask,8378.69
2021-11-11,4,11,2021,East,Sabah,Free,Existing,33,Medium,100.0,151,Makeup,Liquid Lip,4038.21
2021-11-11,4,11,2021,Peninsular,Perak,Free,New,24,Medium,100.0,151,Makeup,Foundation,3807.12
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,26,Medium,100.0,151,Makeup,Eyeliner,3142.36
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,30,Medium,100.0,151,Makeup,Foundation,4713.6
2021-03-03,1,3,2021,Peninsular,Johor,Free,New,43,Large,100.0,151,Makeup,Masscara,7016.31
2021-05-05,2,5,2021,Peninsular,Johor,Free,Existing,25,Medium,100.0,151,Makeup,Foundation,4381.25
2021-07-07,3,7,2021,East,Sarawak,Free,Existing,27,Medium,100.0,151,Skincare,Toner,4283.01
2020-08-08,3,8,2020,Peninsular,Selangor,Free,New,27,Medium,100.0,151,Makeup,Eyebrow,4364.82
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,24,Medium,100.0,151,Skincare,Serum,4242.24
2020-10-10,4,10,2020,Peninsular,Pahang,Free,Existing,34,Medium,100.0,151,Makeup,Masscara,4982.7
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,46,Medium,100.0,151,Makeup,Blush,6393.54
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,27,Small,54.33,151,Makeup,Concealer,1466.91
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,33,Medium,100.0,151,Makeup,Eyeliner,4059.33
2020-11-11,4,11,2020,Peninsular,Pahang,Free,Existing,47,Medium,100.0,151,Makeup,Eyeliner,4801.52
2020-12-12,4,12,2020,Peninsular,Terengganu,Free,Existing,49,Small,55.34,151,Makeup,Eyeshadow,2711.66
2021-01-01,1,1,2021,Peninsular,Johor,Free,Existing,40,Medium,100.0,151,Makeup,Lipstick,5862.0
2020-02-02,1,2,2020,Peninsular,Selangor,Free,Existing,37,Medium,100.0,151,Skincare,Moisturizer,4071.85
2020-05-05,2,5,2020,Peninsular,Perak,Free,New,47,Large,100.0,151,Makeup,Eyeliner,8236.75
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,New,45,Medium,100.0,117,Makeup,Foundation,6130.35
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,37,Medium,99.82,117,Skincare,Toner,3693.34
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,48,Medium,100.0,117,Makeup,Blush,6031.68
2021-09-09,3,9,2021,East,Sabah,Free,New,31,Medium,100.0,117,Skincare,Face mask,3494.94
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,46,Medium,100.0,117,Makeup,Lipstick,5294.14
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,47,Medium,100.0,117,Skincare,Moisturizer,5464.69
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,28,Small,100.0,117,Skincare,Moisturizer,2860.76
2021-11-11,4,11,2021,Peninsular,Johor,Free,New,40,Medium,100.0,117,Skincare,Eye cream,5590.0
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,Existing,20,Small,100.0,117,Skincare,Essence,2254.8
2021-01-01,1,1,2021,Peninsular,Pahang,Free,Existing,39,Medium,100.0,117,Skincare,Face mask,4946.76
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,25,Small,99.82,117,Makeup,Masscara,2495.5
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,New,29,Medium,100.0,117,Skincare,Essence,3167.38
2021-06-06,2,6,2021,Peninsular,Pahang,Customer paid,New,22,Small,100.0,117,Makeup,Liquid Lip,2402.84
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,22,Small,100.0,117,Skincare,Moisturizer,2454.54
2021-08-08,3,8,2021,East,Sabah,Free,New,47,Medium,100.0,117,Skincare,Eye cream,5464.69
2020-08-08,3,8,2020,Peninsular,Kelantan,Free,Existing,45,Medium,100.0,117,Skincare,Eye cream,4756.5
2021-10-10,4,10,2021,Peninsular,Negeri Sembilan,Free,Existing,29,Medium,100.0,117,Skincare,Sunscreen,3984.6
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,24,Medium,100.0,117,Makeup,Masscara,3100.32
2020-11-11,4,11,2020,Peninsular,Pahang,Free,Existing,35,Medium,100.0,117,Makeup,Liquid Lip,4850.3
2020-11-11,4,11,2020,Peninsular,KL,Free,Existing,46,Medium,83.63,117,Makeup,Foundation,3846.98
2020-11-11,4,11,2020,Peninsular,Perak,Free,Existing,44,Medium,95.93,117,Makeup,Eyebrow,4220.92
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,34,Medium,96.73,117,Skincare,Toner,3288.82
2020-02-02,1,2,2020,Peninsular,Selangor,Free,New,35,Medium,100.0,117,Makeup,Foundation,3987.2
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,New,25,Small,72.38,117,Skincare,Makeup remover,1809.5
2021-05-05,2,5,2021,Peninsular,Kedah,Free,Existing,10,Small,100.0,117,Makeup,Lipstick,1092.2
2020-02-02,1,2,2020,Peninsular,Kedah,Free,New,29,Medium,100.0,173,Makeup,Masscara,4566.05
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,Existing,39,Medium,100.0,173,Skincare,Cleanser,5938.14
2021-06-06,2,6,2021,Peninsular,KL,Free,Existing,42,Large,100.0,173,Skincare,Eye cream,8138.76
2020-08-08,3,8,2020,Peninsular,Selangor,Free,New,46,Large,100.0,173,Skincare,Toner,9470.94
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,49,Large,100.0,173,Skincare,Cleanser,7036.89
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,27,Medium,100.0,173,Skincare,Makeup remover,5559.03
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,50,Large,100.0,173,Makeup,Eyebrow,7872.5
2020-11-11,4,11,2020,East,Sabah,Free,New,43,Large,100.0,173,Makeup,Liquid Lip,7886.2
2021-11-11,4,11,2021,Peninsular,Perak,Free,Existing,38,Large,100.0,173,Makeup,Eyebrow,7232.16
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,20,Medium,100.0,173,Makeup,Blush,3114.4
2021-02-02,1,2,2021,Peninsular,Johor,Free,New,27,Medium,100.0,173,Makeup,Masscara,5045.22
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,49,Medium,100.0,173,Makeup,Eyeshadow,6952.12
2021-05-05,2,5,2021,Peninsular,KL,Free,New,27,Medium,100.0,173,Makeup,Foundation,4157.73
2020-07-07,3,7,2020,East,Sarawak,Free,Existing,39,Large,100.0,173,Skincare,Sunscreen,7962.24
2020-08-08,3,8,2020,Peninsular,Selangor,Free,Existing,24,Medium,100.0,173,Makeup,Lipstick,3778.8
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,45,Large,100.0,173,Skincare,Toner,8253.0
2021-10-10,4,10,2021,Peninsular,Pahang,Free,Existing,20,Medium,100.0,173,Makeup,Masscara,3633.4
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,36,Medium,100.0,173,Makeup,Eyeliner,6913.8
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,24,Small,100.0,173,Skincare,Cleanser,2583.6
2020-11-11,4,11,2020,Peninsular,KL,Free,New,49,Medium,63.38,173,Makeup,Concealer,3105.62
2021-12-12,4,12,2021,Peninsular,KL,Free,New,26,Medium,100.0,173,Skincare,Face mask,4408.56
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,49,Medium,62.09,173,Skincare,Moisturizer,3042.41
2020-01-01,1,1,2020,Peninsular,Johor,Free,New,34,Medium,100.0,173,Skincare,Sunscreen,5941.5
2021-02-02,1,2,2021,Peninsular,Selangor,Free,New,34,Medium,95.35,173,Skincare,Sunscreen,3241.9
2020-03-03,1,3,2020,Peninsular,Selangor,Free,Existing,33,Medium,100.0,173,Skincare,Face mask,6109.29
2020-05-05,2,5,2020,Peninsular,Perak,Free,Existing,22,Medium,100.0,173,Skincare,Essence,3387.78
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,39,Medium,89.38,79,Skincare,Serum,3485.82
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,32,Small,63.84,79,Makeup,Liquid Lip,2042.88
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,24,Small,75.01,79,Skincare,Serum,1800.24
2021-09-09,3,9,2021,East,Sabah,Free,Existing,21,Small,63.84,79,Skincare,Moisturizer,1340.64
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,24,Small,73.42,79,Skincare,Essence,1762.08
2020-11-11,4,11,2020,Peninsular,Melaka,Free,Existing,36,Small,63.84,79,Skincare,Face mask,2298.24
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,20,Small,81.4,79,Skincare,Makeup remover,1628.0
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,30,Small,64.64,79,Makeup,Foundation,1939.2
2020-12-12,4,12,2020,East,Sarawak,Free,Existing,44,Medium,82.99,79,Makeup,Eyebrow,3651.56
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,28,Small,92.57,79,Makeup,Foundation,2591.96
2020-02-02,1,2,2020,Peninsular,Putrajaya,Free,Existing,37,Small,77.41,79,Skincare,Eye cream,2864.17
2020-04-04,2,4,2020,Peninsular,Pahang,Free,Existing,20,Small,74.21,79,Makeup,Eyebrow,1484.2
2020-06-06,2,6,2020,Peninsular,Kelantan,Customer paid,Existing,25,Small,90.17,79,Skincare,Sunscreen,2254.25
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,35,Small,76.61,79,Skincare,Makeup remover,2681.35
2021-08-08,3,8,2021,East,Sabah,Free,Existing,38,Medium,83.79,79,Makeup,Foundation,3184.02
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,New,41,Small,69.43,79,Makeup,Eyeshadow,2846.63
2020-10-10,4,10,2020,Peninsular,Pahang,Free,New,22,Small,76.61,79,Skincare,Eye cream,1685.42
2021-10-10,4,10,2021,Peninsular,Kedah,Free,Existing,49,Medium,81.4,79,Skincare,Eye cream,3988.6
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,38,Small,73.42,79,Skincare,Serum,2789.96
2021-11-11,4,11,2021,Peninsular,KL,Free,New,33,Medium,100.0,79,Makeup,Liquid Lip,3607.56
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,36,Medium,93.56,79,Makeup,Foundation,3368.16
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,34,Small,81.62,79,Skincare,Face mask,2775.08
2020-02-02,1,2,2020,Peninsular,Negeri Sembilan,Free,Existing,24,Small,67.83,79,Skincare,Face mask,1627.92
2020-03-03,1,3,2020,Peninsular,Negeri Sembilan,Free,Existing,36,Small,70.26,79,Skincare,Face mask,2529.36
2021-05-05,2,5,2021,Peninsular,Perak,Free,New,34,Medium,90.17,79,Makeup,Eyebrow,3065.78
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,118,Skincare,Eye cream,4615.78
2021-04-04,2,4,2021,Peninsular,KL,Free,New,46,Medium,100.0,118,Skincare,Serum,5723.78
2020-06-06,2,6,2020,Peninsular,KL,Free,Existing,24,Small,100.0,118,Makeup,Liquid Lip,2559.6
2020-08-08,3,8,2020,Peninsular,Kelantan,Free,New,21,Small,100.0,118,Skincare,Toner,2140.11
2020-09-09,3,9,2020,Peninsular,Johor,Free,Existing,24,Medium,100.0,118,Skincare,Toner,3327.6
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,48,Medium,100.0,118,Makeup,Concealer,6825.6
2021-11-11,4,11,2021,East,Sarawak,Free,Existing,26,Medium,100.0,118,Makeup,Concealer,3543.28
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,37,Medium,100.0,118,Skincare,Eye cream,4516.22
2020-11-11,4,11,2020,Peninsular,KL,Free,New,49,Medium,100.0,118,Skincare,Face mask,6445.46
2021-12-12,4,12,2021,East,Sabah,Free,New,34,Medium,99.54,118,Makeup,Eyeliner,3384.36
2021-02-02,1,2,2021,Peninsular,Selangor,Free,Existing,48,Medium,100.0,118,Skincare,Cleanser,4891.68
2021-03-03,1,3,2021,Peninsular,Selangor,Free,New,36,Medium,100.0,118,Skincare,Makeup remover,4521.96
2021-05-05,2,5,2021,Peninsular,Terengganu,Free,New,46,Medium,100.0,118,Skincare,Cleanser,5069.66
2021-06-06,2,6,2021,Peninsular,Terengganu,Free,New,46,Medium,100.0,118,Skincare,Makeup remover,6541.2
2021-07-07,3,7,2021,Peninsular,Selangor,Free,New,31,Medium,97.17,118,Makeup,Lipstick,3012.27
2020-08-08,3,8,2020,East,Sarawak,Free,Existing,41,Medium,100.0,118,Makeup,Masscara,5247.18
2020-09-09,3,9,2020,Peninsular,KL,Free,New,21,Small,100.0,118,Makeup,Eyeliner,2214.87
2021-10-10,4,10,2021,East,Sabah,Free,Existing,38,Medium,100.0,118,Skincare,Face mask,4773.18
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,45,Medium,100.0,118,Skincare,Serum,6185.7
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,26,Small,58.38,118,Skincare,Toner,1517.88
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,38,Medium,100.0,118,Skincare,Toner,6372.6
2020-12-12,4,12,2020,Peninsular,KL,Free,New,48,Medium,100.0,118,Skincare,Eye cream,5232.96
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,42,Small,64.16,118,Skincare,Cleanser,2694.72
2021-01-01,1,1,2021,Peninsular,Selangor,Free,New,49,Small,35.71,118,Makeup,Eyeshadow,1749.79
2020-02-02,1,2,2020,Peninsular,Selangor,Free,Existing,32,Small,66.58,118,Skincare,Moisturizer,2130.56
2020-05-05,2,5,2020,Peninsular,KL,Free,Existing,54,Medium,100.0,118,Skincare,Sunscreen,5951.34
2020-05-05,2,5,2020,Peninsular,Johor,Customer paid,Existing,33,Medium,100.0,118,Skincare,Cleanser,4692.6
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,New,36,Medium,100.0,115,Makeup,Masscara,3731.04
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,20,Small,100.0,115,Skincare,Moisturizer,2142.0
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,29,Small,97.89,115,Makeup,Blush,2838.81
2021-09-09,3,9,2021,East,Sabah,Free,Existing,33,Medium,97.89,115,Makeup,Eyeshadow,3230.37
2021-10-10,4,10,2021,Peninsular,Selangor,Free,New,50,Medium,100.0,115,Makeup,Lipstick,5182.0
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,115,Skincare,Sunscreen,4391.1
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,36,Medium,100.0,115,Makeup,Eyeshadow,4477.32
2021-11-11,4,11,2021,Peninsular,Perlis,Free,Existing,27,Medium,100.0,115,Skincare,Serum,3544.56
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,47,Medium,100.0,115,Makeup,Blush,5195.85
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,33,Medium,100.0,115,Makeup,Liquid Lip,4180.44
2021-02-02,1,2,2021,Peninsular,Terengganu,Free,Existing,21,Small,100.0,115,Skincare,Face mask,2684.43
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,Existing,21,Small,93.28,115,Makeup,Lipstick,1958.88
2020-06-06,2,6,2020,Peninsular,Terengganu,Customer paid,Existing,41,Medium,100.0,115,Makeup,Masscara,4910.57
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,40,Medium,100.0,115,Makeup,Concealer,4468.4
2021-08-08,3,8,2021,Peninsular,Perak,Free,New,28,Medium,100.0,115,Skincare,Face mask,3127.88
2020-08-08,3,8,2020,Peninsular,Kelantan,Free,New,23,Small,100.0,115,Makeup,Concealer,2675.13
2021-10-10,4,10,2021,Peninsular,Terengganu,Free,Existing,23,Small,100.0,115,Skincare,Eye cream,2807.61
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,25,Small,100.0,115,Makeup,Eyebrow,2504.75
2021-11-11,4,11,2021,East,Sabah,Free,Existing,24,Small,100.0,115,Makeup,Blush,2984.88
2020-11-11,4,11,2020,Peninsular,KL,Free,Existing,39,Small,64.74,115,Skincare,Essence,2524.86
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,55,Medium,75.2,115,Makeup,Eyebrow,4136.0
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,New,46,Medium,88.45,115,Makeup,Blush,4068.7
2020-02-02,1,2,2020,Peninsular,Putrajaya,Free,New,50,Medium,100.0,115,Makeup,Eyeliner,5182.0
2021-03-03,1,3,2021,Peninsular,Putrajaya,Free,New,47,Medium,100.0,115,Makeup,Masscara,5243.79
2020-04-04,2,4,2020,Peninsular,Johor,Free,New,97,Large,93.28,115,Makeup,Eyebrow,9048.16
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,32,Medium,100.0,115,Makeup,Concealer,3832.64
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,35,Medium,100.0,116,Makeup,Masscara,3920.0
2021-03-03,1,3,2021,Peninsular,Selangor,Free,Existing,49,Medium,100.0,116,Makeup,Eyebrow,4916.66
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,New,38,Medium,100.0,116,Makeup,Foundation,3857.0
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,32,Medium,100.0,116,Makeup,Eyeliner,4181.44
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,Existing,34,Medium,100.0,116,Makeup,Masscara,4641.0
2021-10-10,4,10,2021,Peninsular,Kelantan,Customer paid,New,36,Medium,99.17,116,Skincare,Eye cream,3570.12
2020-11-11,4,11,2020,Peninsular,Johor,Free,Existing,48,Medium,93.34,116,Makeup,Foundation,4480.32
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,21,Small,96.84,116,Makeup,Blush,2033.64
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,21,Small,93.34,116,Makeup,Eyeshadow,1960.14
2021-12-12,4,12,2021,Peninsular,Negeri Sembilan,Free,New,34,Medium,100.0,116,Makeup,Foundation,3966.78
2020-01-01,1,1,2020,Peninsular,Selangor,Free,New,46,Medium,100.0,116,Skincare,Toner,5152.0
2020-03-03,1,3,2020,East,Sabah,Free,Existing,32,Medium,100.0,116,Makeup,Masscara,3360.0
2021-05-05,2,5,2021,Peninsular,Perak,Free,Existing,29,Medium,100.0,116,Skincare,Serum,3451.0
2021-06-06,2,6,2021,Peninsular,Johor,Free,New,41,Medium,100.0,116,Skincare,Cleanser,5453.0
2020-07-07,3,7,2020,Peninsular,Melaka,Free,New,43,Medium,96.84,116,Skincare,Essence,4164.12
2020-08-08,3,8,2020,Peninsular,Kelantan,Free,Existing,24,Small,100.0,116,Skincare,Essence,2800.08
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,116,Skincare,Sunscreen,4687.94
2020-10-10,4,10,2020,Peninsular,Terengganu,Free,Existing,46,Medium,98.0,116,Makeup,Liquid Lip,4508.0
2021-10-10,4,10,2021,Peninsular,Selangor,Free,Existing,32,Medium,100.0,116,Skincare,Toner,4181.44
2021-11-11,4,11,2021,Peninsular,Perlis,Free,Existing,22,Small,100.0,116,Skincare,Serum,2251.04
2020-11-11,4,11,2020,Peninsular,Selangor,Free,Existing,29,Small,40.25,116,Skincare,Toner,1167.25
2021-11-11,4,11,2021,Peninsular,Penang,Free,New,42,Small,49.6,116,Makeup,Eyebrow,2083.2
2021-12-12,4,12,2021,Peninsular,Selangor,Free,Existing,39,Medium,98.0,116,Skincare,Sunscreen,3822.0
2021-01-01,1,1,2021,Peninsular,Melaka,Free,New,27,Medium,100.0,116,Makeup,Blush,3911.49
2021-02-02,1,2,2021,Peninsular,Selangor,Free,Existing,48,Medium,98.0,116,Makeup,Liquid Lip,4704.0
2021-03-03,1,3,2021,Peninsular,Melaka,Free,New,29,Small,85.1,116,Skincare,Makeup remover,2467.9
2020-05-05,2,5,2020,Peninsular,Pahang,Free,New,27,Medium,100.0,116,Skincare,Makeup remover,3213.0
2021-05-05,2,5,2021,Peninsular,Kelantan,Customer paid,New,54,Large,100.0,116,Skincare,Makeup remover,7182.0
2020-03-03,1,3,2020,East,Sarawak,Free,Existing,26,Medium,100.0,141,Skincare,Cleanser,4379.18
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,34,Medium,100.0,141,Skincare,Essence,5004.8
2020-07-07,3,7,2020,Peninsular,Kelantan,Free,Existing,25,Medium,100.0,141,Makeup,Liquid Lip,3644.75
2020-09-09,3,9,2020,Peninsular,Melaka,Free,New,23,Small,100.0,141,Skincare,Cleanser,2702.04
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,28,Medium,100.0,141,Skincare,Toner,3764.88
2020-11-11,4,11,2020,Peninsular,Pahang,Free,New,35,Medium,100.0,141,Makeup,Eyeliner,4508.0
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,44,Medium,100.0,141,Makeup,Blush,5418.16
2021-11-11,4,11,2021,Peninsular,Perlis,Free,Existing,22,Medium,100.0,141,Skincare,Cleanser,3300.66
2021-12-12,4,12,2021,Peninsular,KL,Free,New,42,Medium,100.0,141,Makeup,Liquid Lip,6182.4
2020-01-01,1,1,2020,Peninsular,Terengganu,Free,New,29,Medium,100.0,141,Makeup,Foundation,4186.73
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,32,Medium,100.0,141,Skincare,Eye cream,4529.28
2021-04-04,2,4,2021,Peninsular,Kedah,Free,New,41,Medium,100.0,141,Makeup,Eyebrow,5628.89
2020-06-06,2,6,2020,Peninsular,Putrajaya,Customer paid,Existing,26,Medium,100.0,141,Skincare,Essence,3054.48
2020-07-07,3,7,2020,Peninsular,Kelantan,Free,New,21,Small,100.0,141,Skincare,Essence,2526.51
2020-08-08,3,8,2020,East,Labuan,Free,New,34,Medium,100.0,141,Makeup,Lipstick,4667.86
2021-08-08,3,8,2021,Peninsular,Kedah,Free,Existing,41,Medium,100.0,141,Makeup,Lipstick,6499.32
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,37,Medium,100.0,141,Skincare,Face mask,5917.78
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,New,37,Medium,100.0,141,Skincare,Serum,6231.91
2021-11-11,4,11,2021,East,Sabah,Free,Existing,41,Medium,100.0,141,Skincare,Makeup remover,5803.14
2021-11-11,4,11,2021,East,Sarawak,Free,New,46,Medium,100.0,141,Skincare,Face mask,6434.02
2021-11-11,4,11,2021,Peninsular,Penang,Free,New,40,Medium,100.0,141,Makeup,Eyebrow,6454.4
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,43,Medium,97.6,141,Skincare,Sunscreen,4196.8
